,Year,District,Crop,Season,Rainfall_mm,Avg_Temp_C,Area_Ha,y,y_pred1
3669,2022,dhenkanal,rice,autumn,256,30,250,2.12,2.0667827
3671,2004,dhenkanal,rice,summer,40,25,2000,1.5,1.887465
3672,2005,dhenkanal,rice,summer,41,29,3000,2.33,2.007538
3673,2006,dhenkanal,rice,summer,40,32,2000,1.5,1.9454548
3674,2007,dhenkanal,rice,summer,42,32,2000,2.5,2.0506659
3675,2008,dhenkanal,rice,summer,43,33,2000,2,2.006925
3676,2009,dhenkanal,rice,summer,44,34,1000,2,2.0539434
3678,2011,dhenkanal,rice,summer,46,30,1000,3,2.1000364
3679,2012,dhenkanal,rice,summer,45,29,225000,0.01,0.30413043
3680,2013,dhenkanal,rice,summer,45,28,1000,4,2.5972743
3683,2016,dhenkanal,rice,summer,45,31,130,2.62,2.8249245
3684,2017,dhenkanal,rice,summer,42,30,150,2.6,2.7740812
3685,2018,dhenkanal,rice,summer,48,28,1030,2.21,2.6452475
3686,2019,dhenkanal,rice,summer,45,29,410,2.37,2.9304068
3687,2020,dhenkanal,rice,summer,42,29,100,3.3,2.9418983
3688,2021,dhenkanal,rice,summer,46,32,153,3.57,2.9592564
3689,2022,dhenkanal,rice,summer,42,32,250,2.84,2.8841822
3691,2004,dhenkanal,rice,winter,15,25,105000,1.48,1.5797232
3692,2005,dhenkanal,rice,winter,16,22,104000,1.97,1.6016173
3693,2006,dhenkanal,rice,winter,18,25,100000,1.47,1.656719
3694,2007,dhenkanal,rice,winter,18,25,101000,2,1.7402076
3695,2008,dhenkanal,rice,winter,19,22,101000,1.67,1.6734504
3696,2009,dhenkanal,rice,winter,17,21,99000,1.59,1.6300579
3697,2010,dhenkanal,rice,winter,18,25,83000,1.46,1.9165196
3698,2011,dhenkanal,rice,winter,19,24,88000,2.1,1.8931425
3699,2012,dhenkanal,rice,winter,20,23,79000,2.77,2.067486
3700,2013,dhenkanal,rice,winter,21,25,88000,2.7,2.5640466
3701,2014,dhenkanal,rice,winter,18,24,92000,3.39,2.3591907
3702,2015,dhenkanal,rice,winter,19,22,81000,1.62,2.107356
3703,2016,dhenkanal,rice,winter,15,21,74150,2.88,2.322298
3704,2017,dhenkanal,rice,winter,16,19,61040,1.39,2.1071088
3705,2018,dhenkanal,rice,winter,18,18,88450,3.15,2.1933882
3706,2019,dhenkanal,rice,winter,19,22,79990,2.76,2.6944788
3707,2020,dhenkanal,rice,winter,20,20,83950,3,2.7842598
3708,2021,dhenkanal,rice,winter,21,25,70803,2.96,3.226242
3709,2022,dhenkanal,rice,winter,22,24,85970,3.39,3.3798954
3711,2004,gajapati,groundnut,autumn,220,31,201,0.79,0.82321095
3712,2005,gajapati,groundnut,autumn,210,30,43,0.7,0.7635307
3713,2006,gajapati,groundnut,autumn,205,28,66,0.81,0.7564437
3714,2007,gajapati,groundnut,autumn,215,29,61,0.73,0.7996928
3715,2008,gajapati,groundnut,autumn,220,28,15,0.75,0.78041583
3716,2009,gajapati,groundnut,autumn,225,28,42,0.74,0.84071296
3717,2010,gajapati,groundnut,autumn,230,29,22,0.98,0.88734263
3718,2011,gajapati,groundnut,autumn,310,27,43,0.97,0.8935749
3719,2012,gajapati,groundnut,autumn,180,28.5,88,0.98,0.9968205
3720,2013,gajapati,groundnut,autumn,220,29,199,1,1.1488445
3721,2014,gajapati,groundnut,autumn,225,29.65,37,1.09,1.0548663
3722,2015,gajapati,groundnut,autumn,223,28,25,0.91,1.0314239
3723,2016,gajapati,groundnut,autumn,222,27,67,1.08,1.1535562
3724,2017,gajapati,groundnut,autumn,214,28,1,1.4,1.1474819
3725,2018,gajapati,groundnut,autumn,218,29,3,0.9,0.99211854
3726,2019,gajapati,groundnut,autumn,219,28,9,1.37,1.2388642
3727,2020,gajapati,groundnut,autumn,226,29,12,1.11,1.2608694
3728,2021,gajapati,groundnut,autumn,236,29,2,1.15,1.3097109
3729,2022,gajapati,groundnut,autumn,198,30,20,1.73,1.4592956
3731,2004,gajapati,groundnut,summer,58,30,489,1.09,1.0454234
3732,2005,gajapati,groundnut,summer,59,31,35,0.84,0.89472127
3733,2006,gajapati,groundnut,summer,60,28,42,1.23,0.9315886
3734,2007,gajapati,groundnut,summer,61,29,157,0.91,0.9304766
3735,2008,gajapati,groundnut,summer,62,30,244,0.99,1.0177028
3736,2009,gajapati,groundnut,summer,63,30,292,1.16,1.0902147
3737,2010,gajapati,groundnut,summer,65,31,247,1.25,1.1018516
3738,2011,gajapati,groundnut,summer,68,32,242,1.2,1.1157984
3739,2012,gajapati,groundnut,summer,58,30,172,1.26,1.1522949
3740,2013,gajapati,groundnut,summer,59,30,313,1.07,1.1566261
3741,2014,gajapati,groundnut,summer,57,30,43,0.87,1.0292318
3742,2015,gajapati,groundnut,summer,58.5,31,94,1.28,0.96984905
3744,2017,gajapati,groundnut,summer,59.96,29,186,1.75,1.4610456
3745,2018,gajapati,groundnut,summer,60,28,53,1.18,1.1476517
3746,2019,gajapati,groundnut,summer,108,29,86,0.78,1.3038878
3747,2020,gajapati,groundnut,summer,68,29,81,1.27,1.3915454
3748,2021,gajapati,groundnut,summer,68,30,250,1.77,1.733948
3749,2022,gajapati,groundnut,summer,41,31,226,1.88,1.8342077
3751,2004,gajapati,groundnut,winter,23,27,5,1.44,1.0367652
3752,2005,gajapati,groundnut,winter,23,25,2,0.65,0.94216377
3753,2006,gajapati,groundnut,winter,25,25,22,0.76,0.9390841
3754,2007,gajapati,groundnut,winter,24,26,1,1,0.9759323
3755,2008,gajapati,groundnut,winter,28,27,5,0.92,1.056905
3756,2009,gajapati,groundnut,winter,29,25,6,0.97,0.9956165
3757,2010,gajapati,groundnut,winter,19,26,2,0.95,0.9886705
3758,2011,gajapati,groundnut,winter,20,25,2,1.2,1.0101279
3759,2012,gajapati,groundnut,winter,22,26,5,1.12,1.1090276
3763,2016,gajapati,groundnut,winter,24,25,167,1.18,1.3589134
3764,2017,gajapati,groundnut,winter,21,25.5,2,1.05,1.1152974
3766,2019,gajapati,groundnut,winter,20,24,1,1.4,1.3503792
3769,2022,gajapati,groundnut,winter,26,28,12,1.32,1.4392681
3971,2004,gajapati,moong(green-gram),winter,23,27,1040,0.21,0.19529332
3972,2005,gajapati,moong(green-gram),winter,23,25,1524,0.12,0.17976227
3973,2006,gajapati,moong(green-gram),winter,25,25,1669,0.17,0.17976227
3974,2007,gajapati,moong(green-gram),winter,24,26,2238,0.16,0.1934286
3975,2008,gajapati,moong(green-gram),winter,28,27,943,0.16,0.19262871
3976,2009,gajapati,moong(green-gram),winter,29,25,1295,0.19,0.18515025
3977,2010,gajapati,moong(green-gram),winter,19,26,911,0.16,0.19315371
3978,2011,gajapati,moong(green-gram),winter,20,25,591,0.25,0.23117678
3979,2012,gajapati,moong(green-gram),winter,22,26,1269,0.27,0.34554967
3980,2013,gajapati,moong(green-gram),winter,23,27,2370,0.23,0.2576201
3981,2014,gajapati,moong(green-gram),winter,25,28,2477,0.22,0.2853253
3982,2015,gajapati,moong(green-gram),winter,26,26,1493,0.2,0.21033278
3983,2016,gajapati,moong(green-gram),winter,24,25,3706,0.31,0.3103498
3984,2017,gajapati,moong(green-gram),winter,21,25.5,3068,0.39,0.27710652
3985,2018,gajapati,moong(green-gram),winter,20,26,1072,0.23,0.26348844
3986,2019,gajapati,moong(green-gram),winter,20,24,1210,0.33,0.28482386
3987,2020,gajapati,moong(green-gram),winter,25,19,1030,0.26,0.25227168
3988,2021,gajapati,moong(green-gram),winter,29,26,2049,0.31,0.25438917
3989,2022,gajapati,moong(green-gram),winter,26,28,1085,0.28,0.346187
4013,2006,gajapati,rice,summer,60,28,1000,1,1.1379261
4014,2007,gajapati,rice,summer,61,29,1000,1,1.1733241
4019,2012,gajapati,rice,summer,58,30,67000,0.01,0.4605493
4020,2013,gajapati,rice,summer,59,30,1000,1,1.2129478
4022,2015,gajapati,rice,summer,58.5,31,1000,1,1.1570008
4023,2016,gajapati,rice,summer,58.9,31,570,2.23,1.6920244
4024,2017,gajapati,rice,summer,59.96,29,880,2.23,2.138289
4025,2018,gajapati,rice,summer,60,28,410,1.68,1.6725417
4026,2019,gajapati,rice,summer,108,29,240,1.75,1.718318
4027,2020,gajapati,rice,summer,68,29,190,2,1.7784268
4028,2021,gajapati,rice,summer,68,30,357,2.09,1.5106326
4029,2022,gajapati,rice,summer,41,31,590,1.88,2.054049
4031,2004,gajapati,rice,winter,23,27,35000,1.74,1.6820929
4032,2005,gajapati,rice,winter,23,25,32000,1.44,1.6352311
4033,2006,gajapati,rice,winter,25,25,37000,1.78,1.7919556
4034,2007,gajapati,rice,winter,24,26,38000,1.89,1.8124962
4035,2008,gajapati,rice,winter,28,27,35000,1.2,1.5443814
4036,2009,gajapati,rice,winter,29,25,32000,1.5,1.5114139
4037,2010,gajapati,rice,winter,19,26,37000,1.97,1.0150187
4038,2011,gajapati,rice,winter,20,25,36000,1.03,1.545217
4039,2012,gajapati,rice,winter,22,26,32000,2.09,1.8501265
4040,2013,gajapati,rice,winter,23,27,37000,0.89,1.5277807
4041,2014,gajapati,rice,winter,25,28,37000,1.49,1.7458868
4042,2015,gajapati,rice,winter,26,26,36000,0.97,1.2377833
4043,2016,gajapati,rice,winter,24,25,41540,2.49,2.3978057
4044,2017,gajapati,rice,winter,21,25.5,37460,2.09,2.1345131
4045,2018,gajapati,rice,winter,20,26,40450,1.17,1.4700392
4046,2019,gajapati,rice,winter,20,24,30790,2.52,2.3417134
4047,2020,gajapati,rice,winter,25,19,33050,2.49,2.3530297
4048,2021,gajapati,rice,winter,29,26,37550,2.26,2.3268933
4049,2022,gajapati,rice,winter,26,28,31500,2.59,2.597836
4051,2004,ganjam,groundnut,autumn,205,31,1856,0.96,0.9451456
4052,2005,ganjam,groundnut,autumn,210,29,2484,1,0.9462022
4053,2006,ganjam,groundnut,autumn,215,29,2034,1.15,1.0005296
4054,2007,ganjam,groundnut,autumn,236,29,1368,1.05,0.9852902
4055,2008,ganjam,groundnut,autumn,189,28,1327,1.12,1.0166525
4056,2009,ganjam,groundnut,autumn,199,31,1010,1.21,1.0319705
4057,2010,ganjam,groundnut,autumn,200,29,2048,1.11,1.0409055
4058,2011,ganjam,groundnut,autumn,205,29,928,1.11,0.9966991
4059,2012,ganjam,groundnut,autumn,203,28,1173,1.12,1.0100738
4060,2013,ganjam,groundnut,autumn,202,27,960,0.7,1.0127734
4061,2014,ganjam,groundnut,autumn,202,30,1136,1.15,1.0739802
4062,2015,ganjam,groundnut,autumn,203,31,594,1.31,1.0508832
4063,2016,ganjam,groundnut,autumn,201,29,382,1.24,1.2595056
4064,2017,ganjam,groundnut,autumn,200,29,254,1.24,1.1873271
4065,2018,ganjam,groundnut,autumn,190,28,352,1.02,1.1920717
4066,2019,ganjam,groundnut,autumn,310,31,62,1.09,1.5250355
4067,2020,ganjam,groundnut,autumn,210,30,146,1.52,1.5473788
4068,2021,ganjam,groundnut,autumn,189,32,264,1.66,1.5941976
4069,2022,ganjam,groundnut,autumn,200,29,563,1.51,1.6149188
4071,2004,ganjam,groundnut,summer,35,38,3475,1.39,1.2823806
4072,2005,ganjam,groundnut,summer,36,29,4965,1.5,1.300416
4073,2006,ganjam,groundnut,summer,36,32,3537,1.37,1.2883734
4074,2007,ganjam,groundnut,summer,36,32,3694,1.49,1.3001741
4075,2008,ganjam,groundnut,summer,35,28,2800,1.41,1.2856199
4076,2009,ganjam,groundnut,summer,34,36,2061,1.5,1.2990694
4077,2010,ganjam,groundnut,summer,35.5,32,1692,1.49,1.2967408
4078,2011,ganjam,groundnut,summer,38,32,952,1.41,1.3128288
4079,2012,ganjam,groundnut,summer,39.5,33,783,1.5,1.2490492
4080,2013,ganjam,groundnut,summer,40,35,1790,1.49,1.3600522
4081,2014,ganjam,groundnut,summer,41,36,1080,1.52,1.4350384
4082,2015,ganjam,groundnut,summer,42,29,1996,1.44,1.4261892
4083,2016,ganjam,groundnut,summer,45,25,912,1.51,1.4887208
4084,2017,ganjam,groundnut,summer,38,29,1182,1.34,1.4615532
4085,2018,ganjam,groundnut,summer,38,32,1044,1.55,1.4663032
4086,2019,ganjam,groundnut,summer,38,32,1074,1.65,1.8425093
4087,2020,ganjam,groundnut,summer,40,33,1696,1.59,1.8665953
4088,2021,ganjam,groundnut,summer,39.8,29,2614,1.71,1.898493
4089,2022,ganjam,groundnut,summer,37.8,32,1989,1.8,1.8781437
4091,2004,ganjam,groundnut,winter,10,25,51,1.17,1.0843089
4092,2005,ganjam,groundnut,winter,15,22,22,1.21,1.0287164
4093,2006,ganjam,groundnut,winter,25,22,155,1.16,1.0584469
4094,2007,ganjam,groundnut,winter,25,23,253,1.42,1.0983719
4095,2008,ganjam,groundnut,winter,26,24,99,1.33,1.1153951
4096,2009,ganjam,groundnut,winter,38,25,102,1.68,1.1974691
4097,2010,ganjam,groundnut,winter,40,22,20,1.46,1.1684145
4098,2011,ganjam,groundnut,winter,28,25,100,1.61,1.1828864
4099,2012,ganjam,groundnut,winter,29,23,309,1.56,1.2102917
4100,2013,ganjam,groundnut,winter,30,26,37,1.79,1.2197272
4101,2014,ganjam,groundnut,winter,38,28,29,2.33,1.2401766
4102,2015,ganjam,groundnut,winter,33,20,114,1.78,1.2612572
4103,2016,ganjam,groundnut,winter,34,25,637,1.42,1.4402497
4105,2018,ganjam,groundnut,winter,29,23,62,0.87,1.3570653
4109,2022,ganjam,groundnut,winter,28,22,9,2,1.6454217
4391,2004,ganjam,moong(green-gram),autumn,205,31,8,0.09,0.2182484
4392,2005,ganjam,moong(green-gram),autumn,210,29,12,0.27,0.16250399
4393,2006,ganjam,moong(green-gram),autumn,215,29,84,0.1,0.2041844
4394,2007,ganjam,moong(green-gram),autumn,236,29,154,0.14,0.20430577
4395,2008,ganjam,moong(green-gram),autumn,189,28,8,0.09,0.25413412
4396,2009,ganjam,moong(green-gram),autumn,199,31,158,0.14,0.28089553
4397,2010,ganjam,moong(green-gram),autumn,200,29,6,0.15,0.36683735
4399,2012,ganjam,moong(green-gram),autumn,203,28,1,0.2,0.21573989
4400,2013,ganjam,moong(green-gram),autumn,202,27,3,0.03,0.24987909
4403,2016,ganjam,moong(green-gram),autumn,201,29,3,2.07,1.3785383
4405,2018,ganjam,moong(green-gram),autumn,190,28,4,1.7,0.82896537
4409,2022,ganjam,moong(green-gram),autumn,200,29,71,0.21,0.3086051
4411,2004,ganjam,moong(green-gram),summer,35,38,81,0.16,0.29858994
4412,2005,ganjam,moong(green-gram),summer,36,29,423,0.34,0.32277328
4413,2006,ganjam,moong(green-gram),summer,36,32,54,0.3,0.32365525
4414,2007,ganjam,moong(green-gram),summer,36,32,43,0.49,0.330688
4415,2008,ganjam,moong(green-gram),summer,35,28,38,0.21,0.28814232
4416,2009,ganjam,moong(green-gram),summer,34,36,11,0.34,0.3064994
4417,2010,ganjam,moong(green-gram),summer,35.5,32,185,0.27,0.3232466
4418,2011,ganjam,moong(green-gram),summer,38,32,40,0.29,0.35087124
4419,2012,ganjam,moong(green-gram),summer,39.5,33,2,0.25,0.4362476
4420,2013,ganjam,moong(green-gram),summer,40,35,6,0.43,0.25201598
4421,2014,ganjam,moong(green-gram),summer,41,36,5,0.28,0.34538516
4422,2015,ganjam,moong(green-gram),summer,42,29,7602,0.19,0.32331437
4423,2016,ganjam,moong(green-gram),summer,45,25,17,0.26,0.3652775
4425,2018,ganjam,moong(green-gram),summer,38,32,86,0.28,0.3919301
4427,2020,ganjam,moong(green-gram),summer,40,33,6373,0.21,0.3397625
4428,2021,ganjam,moong(green-gram),summer,39.8,29,4313,0.21,0.3735123
4429,2022,ganjam,moong(green-gram),summer,37.8,32,550,0.27,0.3898076
4431,2004,ganjam,moong(green-gram),winter,10,25,43030,0.21,0.16767591
4432,2005,ganjam,moong(green-gram),winter,15,22,52618,0.18,0.23778671
4433,2006,ganjam,moong(green-gram),winter,25,22,45308,0.2,0.23591779
4434,2007,ganjam,moong(green-gram),winter,25,23,44542,0.21,0.2473211
4435,2008,ganjam,moong(green-gram),winter,26,24,47539,0.22,0.24493575
4436,2009,ganjam,moong(green-gram),winter,38,25,65836,0.22,0.27584428
4437,2010,ganjam,moong(green-gram),winter,40,22,45127,0.21,0.35637954
4438,2011,ganjam,moong(green-gram),winter,28,25,22349,0.21,0.28074923
4439,2012,ganjam,moong(green-gram),winter,29,23,44027,0.22,0.326109
4440,2013,ganjam,moong(green-gram),winter,30,26,39868,0.23,0.336813
4441,2014,ganjam,moong(green-gram),winter,38,28,45049,0.24,0.36232945
4442,2015,ganjam,moong(green-gram),winter,33,20,41646,0.22,0.22428504
4443,2016,ganjam,moong(green-gram),winter,34,25,75002,0.3,0.52519375
4444,2017,ganjam,moong(green-gram),winter,28,22,48723,0.24,0.32894492
4445,2018,ganjam,moong(green-gram),winter,29,23,37573,0.25,0.32515866
4446,2019,ganjam,moong(green-gram),winter,28,21,30721,0.25,0.33320716
4447,2020,ganjam,moong(green-gram),winter,28.5,19,21771,0.26,0.29724827
4448,2021,ganjam,moong(green-gram),winter,27,18,42940,0.23,0.23959598
4449,2022,ganjam,moong(green-gram),winter,28,22,59203,0.24,0.34608042
4471,2004,ganjam,rice,autumn,205,31,1000,2,1.1193678
4472,2005,ganjam,rice,autumn,210,29,1000,1,1.1851978
4473,2006,ganjam,rice,autumn,215,29,1000,2,1.299549
4474,2007,ganjam,rice,autumn,236,29,1000,2,1.2953659
4475,2008,ganjam,rice,autumn,189,28,3000,1.33,1.2658061
4476,2009,ganjam,rice,autumn,199,31,1000,2,1.3432962
4477,2010,ganjam,rice,autumn,200,29,1000,2,1.3432962
4478,2011,ganjam,rice,autumn,205,29,1000,1,1.1831805
4479,2012,ganjam,rice,autumn,203,28,1000,1,1.3941165
4480,2013,ganjam,rice,autumn,202,27,1000,1,1.4064164
4483,2016,ganjam,rice,autumn,201,29,40,3,2.0465279
4484,2017,ganjam,rice,autumn,200,29,80,1.63,1.7041359
4485,2018,ganjam,rice,autumn,190,28,90,1.22,1.7080199
4491,2004,ganjam,rice,summer,35,38,1000,2,1.7470802
4492,2005,ganjam,rice,summer,36,29,1000,1,1.8766963
4494,2007,ganjam,rice,summer,36,32,1000,1,1.8814431
4496,2009,ganjam,rice,summer,34,36,1000,3,1.8518401
4497,2010,ganjam,rice,summer,35.5,32,2000,1,1.8622267
4499,2012,ganjam,rice,summer,39.5,33,458000,0,0.10003503
4500,2013,ganjam,rice,summer,40,35,1000,1,2.1784148
4501,2014,ganjam,rice,summer,41,36,1000,2,2.3874514
4503,2016,ganjam,rice,summer,45,25,70,2.43,2.6997862
4504,2017,ganjam,rice,summer,38,29,40,2.25,2.5016298
4505,2018,ganjam,rice,summer,38,32,30,1.67,2.3717341
4506,2019,ganjam,rice,summer,38,32,30,2.67,2.523769
4507,2020,ganjam,rice,summer,40,33,120,2.17,2.6320376
4508,2021,ganjam,rice,summer,39.8,29,276,2.36,2.7792163
4509,2022,ganjam,rice,summer,37.8,32,170,3,2.7243602
4511,2004,ganjam,rice,winter,10,25,257000,1.48,1.4077417
4512,2005,ganjam,rice,winter,15,22,246000,1.37,1.4519576
4513,2006,ganjam,rice,winter,25,22,273000,2.08,1.8079689
4514,2007,ganjam,rice,winter,25,23,271000,2.25,1.7974287
4515,2008,ganjam,rice,winter,26,24,273000,1.7,1.7175514
4516,2009,ganjam,rice,winter,38,25,276000,2.02,1.7136928
4517,2010,ganjam,rice,winter,40,22,271000,1.58,1.558297
4518,2011,ganjam,rice,winter,28,25,261000,0.58,1.255159
4519,2012,ganjam,rice,winter,29,23,255000,1.79,1.4856694
4520,2013,ganjam,rice,winter,30,26,250000,0.36,1.818465
4521,2014,ganjam,rice,winter,38,28,264000,2.71,2.207641
4522,2015,ganjam,rice,winter,33,20,242000,1.92,1.7925937
4523,2016,ganjam,rice,winter,34,25,243580,2.85,2.634332
4524,2017,ganjam,rice,winter,28,22,204750,1.57,1.9227767
4525,2018,ganjam,rice,winter,29,23,249170,1.75,1.9519961
4526,2019,ganjam,rice,winter,28,21,281440,2.58,2.438156
4527,2020,ganjam,rice,winter,28.5,19,274790,2.86,2.5328755
4528,2021,ganjam,rice,winter,27,18,256991,2.11,2.367286
4530,2004,jagatsinghapur,rice,autumn,252,31,4000,1.5,1.4396158
4531,2005,jagatsinghapur,rice,autumn,253,29,3000,1.67,1.3500422
4532,2006,jagatsinghapur,rice,autumn,254,29,4000,1.25,1.2596228
4533,2007,jagatsinghapur,rice,autumn,258,29,3000,1.33,1.2997781
4534,2008,jagatsinghapur,rice,autumn,248,28,2000,1,1.4129634
4535,2009,jagatsinghapur,rice,autumn,249,31,2000,2,1.4922878
4536,2010,jagatsinghapur,rice,autumn,279,29,2000,1.5,1.418334
4537,2011,jagatsinghapur,rice,autumn,222,29,2000,1,1.4286187
4538,2012,jagatsinghapur,rice,autumn,223,28,1000,2,1.7095934
4539,2013,jagatsinghapur,rice,autumn,250,27,1000,1,1.496611
4540,2014,jagatsinghapur,rice,autumn,253,29,2000,1.5,1.6194723
4541,2015,jagatsinghapur,rice,autumn,252.8,32,1000,2,1.6037513
4542,2016,jagatsinghapur,rice,autumn,240,29,1230,1.8,1.6687131
4543,2017,jagatsinghapur,rice,autumn,280,28,740,1.88,1.6229205
4544,2018,jagatsinghapur,rice,autumn,210,29,360,1.28,1.3324802
4545,2019,jagatsinghapur,rice,autumn,268,28,800,1.51,1.6797398
4546,2020,jagatsinghapur,rice,autumn,284,29,350,2,1.8838638
4547,2021,jagatsinghapur,rice,autumn,214,27,602,1.68,1.7902439
4548,2022,jagatsinghapur,rice,autumn,250,30,230,1.09,2.1862829
4550,2004,jagatsinghapur,groundnut,summer,40,25,1128,1.33,1.3339344
4551,2005,jagatsinghapur,groundnut,summer,42,29,1371,1.4,1.3186287
4552,2006,jagatsinghapur,groundnut,summer,43,32,1648,1.2,1.2368326
4553,2007,jagatsinghapur,groundnut,summer,44,33,874,1.23,1.1465178
4554,2008,jagatsinghapur,groundnut,summer,46,35,1877,1.43,1.2818991
4555,2009,jagatsinghapur,groundnut,summer,45,36,962,1.31,1.2793249
4556,2010,jagatsinghapur,groundnut,summer,42,31,1252,1.12,1.2925085
4557,2011,jagatsinghapur,groundnut,summer,39,32,760,1.36,1.2362382
4558,2012,jagatsinghapur,groundnut,summer,38,30,924,1.51,1.3528018
4559,2013,jagatsinghapur,groundnut,summer,35,30,954,1.84,1.4948075
4560,2014,jagatsinghapur,groundnut,summer,36,29,1621,1.68,1.5977306
4561,2015,jagatsinghapur,groundnut,summer,42,28,720,1.29,1.364785
4562,2016,jagatsinghapur,groundnut,summer,40,30,320,1.4,1.4802401
4563,2017,jagatsinghapur,groundnut,summer,40.5,33,361,1.24,1.4551344
4564,2018,jagatsinghapur,groundnut,summer,40.28,32,49,1.55,1.0022358
4565,2019,jagatsinghapur,groundnut,summer,40.98,31,121,1.56,1.5424917
4566,2020,jagatsinghapur,groundnut,summer,41,30,346,2.06,1.9160616
4567,2021,jagatsinghapur,groundnut,summer,42,30,185,1.71,1.8424939
4568,2022,jagatsinghapur,groundnut,summer,42.8,31,346,1.82,2.0521505
4690,2004,jagatsinghapur,moong(green-gram),summer,40,25,24951,0.36,0.40039623
4691,2005,jagatsinghapur,moong(green-gram),summer,42,29,31074,0.37,0.3939302
4692,2006,jagatsinghapur,moong(green-gram),summer,43,32,32253,0.32,0.3339092
4693,2007,jagatsinghapur,moong(green-gram),summer,44,33,33199,0.25,0.33229458
4694,2008,jagatsinghapur,moong(green-gram),summer,46,35,33770,0.34,0.3712291
4695,2009,jagatsinghapur,moong(green-gram),summer,45,36,36336,0.36,0.36702183
4696,2010,jagatsinghapur,moong(green-gram),summer,42,31,39925,0.4,0.34332457
4697,2011,jagatsinghapur,moong(green-gram),summer,39,32,33814,0.4,0.39509273
4698,2012,jagatsinghapur,moong(green-gram),summer,38,30,34652,0.39,0.4459015
4699,2013,jagatsinghapur,moong(green-gram),summer,35,30,33155,0.54,0.44774494
4700,2014,jagatsinghapur,moong(green-gram),summer,36,29,38304,0.45,0.48214477
4701,2015,jagatsinghapur,moong(green-gram),summer,42,28,45996,0.36,0.35732755
4702,2016,jagatsinghapur,moong(green-gram),summer,40,30,36748,0.45,0.42710647
4703,2017,jagatsinghapur,moong(green-gram),summer,40.5,33,32339,0.46,0.41174257
4704,2018,jagatsinghapur,moong(green-gram),summer,40.28,32,47155,0.29,0.31619963
4705,2019,jagatsinghapur,moong(green-gram),summer,40.98,31,42030,0.17,0.29553327
4706,2020,jagatsinghapur,moong(green-gram),summer,41,30,44583,0.06,0.3075254
4707,2021,jagatsinghapur,moong(green-gram),summer,42,30,28600,0.24,0.33215028
4708,2022,jagatsinghapur,moong(green-gram),summer,42.8,31,34919,0.35,0.3868671
4730,2004,jagatsinghapur,rice,summer,40,25,1000,3,2.25349
4731,2005,jagatsinghapur,rice,summer,42,29,1000,2,2.042784
4732,2006,jagatsinghapur,rice,summer,43,32,2000,2,1.9202639
4733,2007,jagatsinghapur,rice,summer,44,33,2000,1.5,1.915715
