Year,District,Crop,Season,Rainfall_mm,Avg_Temp_C,Area_Ha,Yield_t_ha
2010,bhadrak,maize,summer,60,29,58,1.74
2011,bhadrak,maize,summer,30,30,1,6.7
2012,bhadrak,maize,summer,35,27,19,1.51
2013,bhadrak,maize,summer,38,29,3,1.4
2014,bhadrak,maize,summer,39,30,8,4.71
,,,,,,,
,,,,,,,
,,,,,,,
2018,bhadrak,maize,summer,60,30,2,1.85
2019,bhadrak,maize,summer,59,27,2,3.05
2020,bhadrak,maize,summer,38,23,1,1.5
2021,bhadrak,maize,summer,38,25,1,1.5
2022,bhadrak,maize,summer,37,25,1,3.1
,,,,,,,
2004,bhadrak,potato,winter,25,24,30,9.27
2005,bhadrak,potato,winter,23,21,23,11.89
2006,bhadrak,potato,winter,25,20,43,10.53
2007,bhadrak,potato,winter,26,23,34,12.04
2008,bhadrak,potato,winter,24,24,34,9.84
2009,bhadrak,potato,winter,30,20,63,15.49
2010,bhadrak,potato,winter,25,19,26,12.53
2011,bhadrak,potato,winter,28,18,6,11.72
2012,bhadrak,potato,winter,26,20,6,15.45
2013,bhadrak,potato,winter,20,17,20,16.19
2014,bhadrak,potato,winter,19,18,26,14.93
2015,bhadrak,potato,winter,20,19,32,10.14
2016,bhadrak,potato,winter,20,20,12,15.7
2017,bhadrak,potato,winter,23,21,2,15.55
2018,bhadrak,potato,winter,23,23,9,16.7
2019,bhadrak,potato,winter,23,22,15,13.62
2020,bhadrak,potato,winter,25,21,10,9.81
2021,bhadrak,potato,winter,26,20,62,12.53
2022,bhadrak,potato,winter,23,19,38,10.58
,,,,,,,
2004,bhadrak,sesamum,summer,30,23,246,0.35
2005,bhadrak,sesamum,summer,36,27,80,0.32
2006,bhadrak,sesamum,summer,51,29,127,0.31
2007,bhadrak,sesamum,summer,80,30,242,0.24
2008,bhadrak,sesamum,summer,51,23,130,0.27
2009,bhadrak,sesamum,summer,36,27,53,0.24
2010,bhadrak,sesamum,summer,60,29,237,0.31
2011,bhadrak,sesamum,summer,30,30,92,0.29
2012,bhadrak,sesamum,summer,35,27,79,0.22
2013,bhadrak,sesamum,summer,38,29,90,0.29
2014,bhadrak,sesamum,summer,39,30,48,0.27
2015,bhadrak,sesamum,summer,50,23,38,0.29
2016,bhadrak,sesamum,summer,35,27,7,0.17
2017,bhadrak,sesamum,summer,35,29,14,0.38
2018,bhadrak,sesamum,summer,60,30,17,0.26
2019,bhadrak,sesamum,summer,59,27,21,0.2
2020,bhadrak,sesamum,summer,38,23,42,0.13
2021,bhadrak,sesamum,summer,38,25,11,0.2
2022,bhadrak,sesamum,summer,37,25,29,0.22
,,,,,,,
2004,bhadrak,sugarcane,winter,25,24,299,59.32
2005,bhadrak,sugarcane,winter,23,21,315,66.82
2006,bhadrak,sugarcane,winter,25,20,196,61.08
2007,bhadrak,sugarcane,winter,26,23,367,57.98
2008,bhadrak,sugarcane,winter,24,24,144,61.72
2009,bhadrak,sugarcane,winter,30,20,147,52.31
2010,bhadrak,sugarcane,winter,25,19,228,71.94
2011,bhadrak,sugarcane,winter,28,18,138,48.36
2012,bhadrak,sugarcane,winter,26,20,14,58.8
2013,bhadrak,sugarcane,winter,20,17,116,56.69
2014,bhadrak,sugarcane,winter,19,18,117,48
2015,bhadrak,sugarcane,winter,20,19,101,64.91
2016,bhadrak,sugarcane,winter,20,20,77,59.85
2017,bhadrak,sugarcane,winter,23,21,24,45.4
2018,bhadrak,sugarcane,winter,23,23,104,37.53
2019,bhadrak,sugarcane,winter,23,22,39,47.49
2020,bhadrak,sugarcane,winter,25,21,80,38
2021,bhadrak,sugarcane,winter,26,20,61,45.32
2022,bhadrak,sugarcane,winter,23,19,44,31.87
,,,,,,,
2004,bhadrak,urad,summer,30,23,64,0.41
2005,bhadrak,urad,summer,36,27,154,0.48
2006,bhadrak,urad,summer,51,29,72,0.27
2007,bhadrak,urad,summer,80,30,202,0.31
2008,bhadrak,urad,summer,51,23,255,0.33
2009,bhadrak,urad,summer,36,27,117,0.33
2010,bhadrak,urad,summer,60,29,282,0.49
2011,bhadrak,urad,summer,30,30,65,0.28
2012,bhadrak,urad,summer,35,27,98,0.42
2013,bhadrak,urad,summer,38,29,99,0.48
2014,bhadrak,urad,summer,39,30,122,0.54
2015,bhadrak,urad,summer,50,23,291,0.54
2016,bhadrak,urad,summer,35,27,394,0.65
2017,bhadrak,urad,summer,35,29,925,0.51
2018,bhadrak,urad,summer,60,30,290,0.48
2019,bhadrak,urad,summer,59,27,297,0.49
2020,bhadrak,urad,summer,38,23,461,0.28
2021,bhadrak,urad,summer,38,25,538,0.36
2022,bhadrak,urad,summer,37,25,116,0.41
,,,,,,,
2004,bhadrak,urad,winter,25,24,1211,0.27
2005,bhadrak,urad,winter,23,21,1551,0.21
2006,bhadrak,urad,winter,25,20,1646,0.25
2007,bhadrak,urad,winter,26,23,3312,0.29
2008,bhadrak,urad,winter,24,24,1320,0.33
2009,bhadrak,urad,winter,30,20,420,0.29
2010,bhadrak,urad,winter,25,19,1137,0.38
2011,bhadrak,urad,winter,28,18,1085,0.28
2012,bhadrak,urad,winter,26,20,711,0.38
2013,bhadrak,urad,winter,20,17,1069,0.53
2014,bhadrak,urad,winter,19,18,2143,0.67
2015,bhadrak,urad,winter,20,19,1204,0.58
2016,bhadrak,urad,winter,20,20,1988,0.53
2017,bhadrak,urad,winter,23,21,425,0.54
2018,bhadrak,urad,winter,23,23,56,0.54
2019,bhadrak,urad,winter,23,22,49,0.6
2020,bhadrak,urad,winter,25,21,60,0.49
2021,bhadrak,urad,winter,26,20,444,0.36
2022,bhadrak,urad,winter,23,19,75,0.49
,,,,,,,
2004,bhadrak,moong(green-gram),summer,30,23,2413,0.29
2005,bhadrak,moong(green-gram),summer,36,27,2213,0.29
2006,bhadrak,moong(green-gram),summer,51,29,3317,0.31
2007,bhadrak,moong(green-gram),summer,80,30,5077,0.3
2008,bhadrak,moong(green-gram),summer,51,23,2366,0.29
2009,bhadrak,moong(green-gram),summer,36,27,4175,0.38
2010,bhadrak,moong(green-gram),summer,60,29,2949,0.42
2011,bhadrak,moong(green-gram),summer,30,30,2408,0.31
2012,bhadrak,moong(green-gram),summer,35,27,1933,0.36
2013,bhadrak,moong(green-gram),summer,38,29,3007,0.56
2014,bhadrak,moong(green-gram),summer,39,30,4045,0.51
2015,bhadrak,moong(green-gram),summer,50,23,3056,0.51
2016,bhadrak,moong(green-gram),summer,35,27,1561,0.61
2017,bhadrak,moong(green-gram),summer,35,29,1070,0.51
2018,bhadrak,moong(green-gram),summer,60,30,620,0.51
2019,bhadrak,moong(green-gram),summer,59,27,1081,0.55
2020,bhadrak,moong(green-gram),summer,38,23,1823,0.32
2021,bhadrak,moong(green-gram),summer,38,25,1738,0.36
2022,bhadrak,moong(green-gram),summer,37,25,1828,0.44
,,,,,,,
2004,bhadrak,rapeseed & mustard,winter,25,24,1047,0.34
2005,bhadrak,rapeseed & mustard,winter,23,21,139,0.49
2006,bhadrak,rapeseed & mustard,winter,25,20,152,0.16
2007,bhadrak,rapeseed & mustard,winter,26,23,50,0.31
2008,bhadrak,rapeseed & mustard,winter,24,24,133,0.29
2009,bhadrak,rapeseed & mustard,winter,30,20,107,0.4
2010,bhadrak,rapeseed & mustard,winter,25,19,976,0.33
2011,bhadrak,rapeseed & mustard,winter,28,18,270,0.24
2012,bhadrak,rapeseed & mustard,winter,26,20,795,0.68
2013,bhadrak,rapeseed & mustard,winter,20,17,531,0.44
2014,bhadrak,rapeseed & mustard,winter,19,18,174,0.45
2015,bhadrak,rapeseed & mustard,winter,20,19,143,0.37
2016,bhadrak,rapeseed & mustard,winter,20,20,64,0.67
2017,bhadrak,rapeseed & mustard,winter,23,21,74,0.61
2018,bhadrak,rapeseed & mustard,winter,23,23,52,0.57
2019,bhadrak,rapeseed & mustard,winter,23,22,45,0.43
2020,bhadrak,rapeseed & mustard,winter,25,21,37,0.42
2021,bhadrak,rapeseed & mustard,winter,26,20,259,0.45
2022,bhadrak,rapeseed & mustard,winter,23,19,147,0.53
,,,,,,,
2004,bhadrak,rice,summer,30,23,9000,2.22
2005,bhadrak,rice,summer,36,27,11000,2.27
2006,bhadrak,rice,summer,51,29,11000,2.27
2007,bhadrak,rice,summer,80,30,11000,2.45
2008,bhadrak,rice,summer,51,23,15000,1.47
2009,bhadrak,rice,summer,36,27,8000,1.5
2010,bhadrak,rice,summer,60,29,2000,2
2011,bhadrak,rice,summer,30,30,6000,1.83
2012,bhadrak,rice,summer,35,27,350000,0.01
2013,bhadrak,rice,summer,38,29,3000,2.67
2014,bhadrak,rice,summer,39,30,6000,1.83
2015,bhadrak,rice,summer,50,23,2000,2.5
2016,bhadrak,rice,summer,35,27,430,2.93
2017,bhadrak,rice,summer,35,29,1510,2.6
2018,bhadrak,rice,summer,60,30,1710,2.14
2019,bhadrak,rice,summer,59,27,930,2.8
2020,bhadrak,rice,summer,38,23,3700,2.85
2021,bhadrak,rice,summer,38,25,641,2.7
2022,bhadrak,rice,summer,37,25,1420,2.73
,,,,,,,
2004,bhadrak,rice,winter,25,24,169000,1.99
2005,bhadrak,rice,winter,23,21,167000,1.87
2006,bhadrak,rice,winter,25,20,160000,1.71
2007,bhadrak,rice,winter,26,23,166000,1.69
2008,bhadrak,rice,winter,24,24,165000,1.92
2009,bhadrak,rice,winter,30,20,165000,1.88
2010,bhadrak,rice,winter,25,19,156000,1.83
2011,bhadrak,rice,winter,28,18,168000,1.64
2012,bhadrak,rice,winter,26,20,164000,2.13
2013,bhadrak,rice,winter,20,17,165000,1.45
2014,bhadrak,rice,winter,19,18,158000,1.41
2015,bhadrak,rice,winter,20,19,160000,2.51
2016,bhadrak,rice,winter,20,20,155520,3.1
2017,bhadrak,rice,winter,23,21,156750,1.94
2018,bhadrak,rice,winter,23,23,149400,1.81
2019,bhadrak,rice,winter,23,22,154430,1.78
2020,bhadrak,rice,winter,25,21,148000,2.19
2021,bhadrak,rice,winter,26,20,158691,2.49
2022,bhadrak,rice,winter,23,19,139640,2.87
,,,,,,,
2004,boudh,groundnut,winter,18,23,46,0.84
2005,boudh,groundnut,winter,19,20,38,0.78
2006,boudh,groundnut,winter,20,20,121,1.04
2007,boudh,groundnut,winter,17,23,40,0.95
2008,boudh,groundnut,winter,16,21,10,0.8
2009,boudh,groundnut,winter,18,22,74,0.61
2010,boudh,groundnut,winter,19,23,19,0.55
2011,boudh,groundnut,winter,20,23,59,0.74
2012,boudh,groundnut,winter,21,20,17,1.03
2013,boudh,groundnut,winter,22,21,10,0.7
2014,boudh,groundnut,winter,18,23,2,0.75
2015,boudh,groundnut,winter,18.5,23,22,0.87
2016,boudh,groundnut,winter,19,24,16,0.99
,,,,,,,
2018,boudh,groundnut,winter,19.58,26,2,1.05
2019,boudh,groundnut,winter,17.89,23,15,1.15
2020,boudh,groundnut,winter,18.98,20,9,0.77
2021,boudh,groundnut,winter,18.9,19,38,0.83
2022,boudh,groundnut,winter,20,18,34,1.1
,,,,,,,
2004,boudh,groundnut,summer,25,23,10,0.88
2005,boudh,groundnut,summer,24,27,145,1.15
2006,boudh,groundnut,summer,21,28,12,0.77
,,,,,,,
2008,boudh,groundnut,summer,26,28,3,1.3
2009,boudh,groundnut,summer,25,28,33,0.72
2010,boudh,groundnut,summer,25.2,25,1,0.6
2011,boudh,groundnut,summer,25.5,25,11,0.6
2012,boudh,groundnut,summer,28.5,32,61,0.61
2013,boudh,groundnut,summer,29.5,33,6,0.65
2014,boudh,groundnut,summer,25,34,2,0.95
,,,,,,,
2016,boudh,groundnut,summer,23,31,3,0.93
2017,boudh,groundnut,summer,25,30,47,1.17
,,,,,,,
2019,boudh,groundnut,summer,25,30,3,1.13
2020,boudh,groundnut,summer,26,29,8,1.03
2021,boudh,groundnut,summer,29,31,3,0.93
,,,,,,,
,,,,,,,
2004,boudh,groundnut,autumn,295,31,12,0.67
2005,boudh,groundnut,autumn,298,28,41,0.58
2006,boudh,groundnut,autumn,299,28,38,0.78
2007,boudh,groundnut,autumn,300,29,34,0.64
2008,boudh,groundnut,autumn,313,27,44,0.84
2009,boudh,groundnut,autumn,280,28,17,0.68
2010,boudh,groundnut,autumn,284,26,16,0.85
2011,boudh,groundnut,autumn,285,28,27,0.62
2012,boudh,groundnut,autumn,295,28,4,0.68
2013,boudh,groundnut,autumn,297,29,36,0.61
2014,boudh,groundnut,autumn,298,26,18,0.67
2015,boudh,groundnut,autumn,299,24.5,14,0.51
2016,boudh,groundnut,autumn,298,25,27,0.69
2017,boudh,groundnut,autumn,299,23.9,27,0.61
2018,boudh,groundnut,autumn,236,25,10,0.9
,,,,,,,
,,,,,,,
2021,boudh,groundnut,autumn,333,26,12,1.23
2022,boudh,groundnut,autumn,150,27,1,0.6
,,,,,,,
2004,boudh,horse-gram,winter,18,23,3701,0.28
2005,boudh,horse-gram,winter,19,20,3047,0.26
2006,boudh,horse-gram,winter,20,20,3634,0.26
2007,boudh,horse-gram,winter,17,23,3360,0.26
2008,boudh,horse-gram,winter,16,21,3021,0.25
2009,boudh,horse-gram,winter,18,22,2928,0.28
2010,boudh,horse-gram,winter,19,23,3716,0.21
2011,boudh,horse-gram,winter,20,23,1540,0.17
2012,boudh,horse-gram,winter,21,20,2875,0.31
2013,boudh,horse-gram,winter,22,21,1707,0.24
2014,boudh,horse-gram,winter,18,23,2085,0.23
2015,boudh,horse-gram,winter,18.5,23,940,0.16
2016,boudh,horse-gram,winter,19,24,2110,0.32
2017,boudh,horse-gram,winter,19.5,25,1087,0.37
2018,boudh,horse-gram,winter,19.58,26,610,0.21
2019,boudh,horse-gram,winter,17.89,23,516,0.23
2020,boudh,horse-gram,winter,18.98,20,669,0.25
2021,boudh,horse-gram,winter,18.9,19,631,0.23
2022,boudh,horse-gram,winter,20,18,471,0.23
,,,,,,,
2004,boudh,maize,autumn,295,31,435,0.72
2005,boudh,maize,autumn,298,28,404,0.72
2006,boudh,maize,autumn,299,28,340,0.7
2007,boudh,maize,autumn,300,29,449,0.97
2008,boudh,maize,autumn,313,27,332,0.93
2009,boudh,maize,autumn,280,28,360,0.78
2010,boudh,maize,autumn,284,26,390,0.99
2011,boudh,maize,autumn,285,28,408,0.87
2012,boudh,maize,autumn,295,28,273,0.8
2013,boudh,maize,autumn,297,29,184,0.78
2014,boudh,maize,autumn,298,26,211,0.72
2015,boudh,maize,autumn,299,24.5,164,0.61
2016,boudh,maize,autumn,298,25,102,0.79
2017,boudh,maize,autumn,299,23.9,92,0.83
2018,boudh,maize,autumn,236,25,44,0.84
2019,boudh,maize,autumn,418,28,58,0.85
2020,boudh,maize,autumn,350,25,42,0.91
2021,boudh,maize,autumn,333,26,65,0.87
2022,boudh,maize,autumn,150,27,47,0.83
,,,,,,,
2004,boudh,potato,winter,18,23,60,7.46
2005,boudh,potato,winter,19,20,66,8.1
2006,boudh,potato,winter,20,20,78,8.24
2007,boudh,potato,winter,17,23,46,7.19
2008,boudh,potato,winter,16,21,95,6.93
2009,boudh,potato,winter,18,22,56,7.93
2010,boudh,potato,winter,19,23,62,6.97
2011,boudh,potato,winter,20,23,52,7.06
2012,boudh,potato,winter,21,20,59,10.99
2013,boudh,potato,winter,22,21,41,8.78
2014,boudh,potato,winter,18,23,31,8.58
2015,boudh,potato,winter,18.5,23,37,7.08
2016,boudh,potato,winter,19,24,22,7.4
2017,boudh,potato,winter,19.5,25,4,10.1
2018,boudh,potato,winter,19.58,26,12,6.2
2019,boudh,potato,winter,17.89,23,28,5.27
2020,boudh,potato,winter,18.98,20,39,6.37
2021,boudh,potato,winter,18.9,19,82,5.84
2022,boudh,potato,winter,20,18,58,5.74
,,,,,,,
2004,boudh,sesamum,winter,18,23,1530,0.13
2005,boudh,sesamum,winter,19,20,976,0.13
2006,boudh,sesamum,winter,20,20,1648,0.15
2007,boudh,sesamum,winter,17,23,1722,0.14
2008,boudh,sesamum,winter,16,21,1451,0.14
2009,boudh,sesamum,winter,18,22,948,0.15
2010,boudh,sesamum,winter,19,23,962,0.11
2011,boudh,sesamum,winter,20,23,516,0.17
2012,boudh,sesamum,winter,21,20,610,0.22
2013,boudh,sesamum,winter,22,21,344,0.16
2014,boudh,sesamum,winter,18,23,98,0.15
2015,boudh,sesamum,winter,18.5,23,107,0.14
2016,boudh,sesamum,winter,19,24,72,0.12
2017,boudh,sesamum,winter,19.5,25,42,0.25
2018,boudh,sesamum,winter,19.58,26,10,0.15
2019,boudh,sesamum,winter,17.89,23,9,0.16
2020,boudh,sesamum,winter,18.98,20,247,0.15
2021,boudh,sesamum,winter,18.9,19,17,0.17
2022,boudh,sesamum,winter,20,18,35,0.17
,,,,,,,
2004,boudh,sugarcane,winter,18,23,25,44.51
2005,boudh,sugarcane,winter,19,20,11,50.92
2006,boudh,sugarcane,winter,20,20,33,50.78
2007,boudh,sugarcane,winter,17,23,23,53.65
2008,boudh,sugarcane,winter,16,21,13,53.55
2009,boudh,sugarcane,winter,18,22,11,56.8
2010,boudh,sugarcane,winter,19,23,9,81.84
2011,boudh,sugarcane,winter,20,23,15,53.89
2012,boudh,sugarcane,winter,21,20,26,61.93
2013,boudh,sugarcane,winter,22,21,10,57.87
2014,boudh,sugarcane,winter,18,23,3,58.13
2015,boudh,sugarcane,winter,18.5,23,4,57.2
,,,,,,,
,,,,,,,
2018,boudh,sugarcane,winter,19.58,26,3,55.8
2019,boudh,sugarcane,winter,17.89,23,2,26.4
2020,boudh,sugarcane,winter,18.98,20,8,46
2021,boudh,sugarcane,winter,18.9,19,2,55.55
2022,boudh,sugarcane,winter,20,18,1,77
,,,,,,,
2004,boudh,urad,autumn,295,31,17,0.14
2005,boudh,urad,autumn,298,28,21,0.14
2006,boudh,urad,autumn,299,28,38,0.14
2007,boudh,urad,autumn,300,29,32,0.17
2008,boudh,urad,autumn,313,27,70,0.15
2009,boudh,urad,autumn,280,28,40,0.2
2010,boudh,urad,autumn,284,26,28,0.2
2011,boudh,urad,autumn,285,28,30,0.12
,,,,,,,
2013,boudh,urad,autumn,297,29,4,0.13
2014,boudh,urad,autumn,298,26,4,0.23
,,,,,,,
2016,boudh,urad,autumn,298,25,25,0.53
2017,boudh,urad,autumn,299,23.9,6,0.43
2018,boudh,urad,autumn,236,25,1,0.1
2019,boudh,urad,autumn,418,28,3,0.17
2020,boudh,urad,autumn,350,25,2,0.2
2021,boudh,urad,autumn,333,26,2,0.15
2022,boudh,urad,autumn,150,27,2,0.15
,,,,,,,
2004,boudh,urad,summer,25,23,3,0.07
2005,boudh,urad,summer,24,27,31,0.16
2006,boudh,urad,summer,21,28,16,0.38
2007,boudh,urad,summer,23,26,10,0.24
2008,boudh,urad,summer,26,28,88,0.3
2009,boudh,urad,summer,25,28,11,0.21
2010,boudh,urad,summer,25.2,25,18,0.26
2011,boudh,urad,summer,25.5,25,5,0.1
,,,,,,,
,,,,,,,
2014,boudh,urad,summer,25,34,57,0.17
,,,,,,,
2016,boudh,urad,summer,23,31,10,0.56
2017,boudh,urad,summer,25,30,4,0.2
2018,boudh,urad,summer,22.5,32,7,0.33
2019,boudh,urad,summer,25,30,28,0.3
2020,boudh,urad,summer,26,29,34,0.39
2021,boudh,urad,summer,29,31,13,0.28
2022,boudh,urad,summer,24,32.5,19,0.28
,,,,,,,
2004,boudh,urad,winter,18,23,482,0.21
2005,boudh,urad,winter,19,20,575,0.19
2006,boudh,urad,winter,20,20,972,0.23
2007,boudh,urad,winter,17,23,635,0.2
2008,boudh,urad,winter,16,21,623,0.17
2009,boudh,urad,winter,18,22,447,0.19
2010,boudh,urad,winter,19,23,725,0.16
2011,boudh,urad,winter,20,23,863,0.13
2012,boudh,urad,winter,21,20,871,0.27
2013,boudh,urad,winter,22,21,334,0.21
2014,boudh,urad,winter,18,23,117,0.2
2015,boudh,urad,winter,18.5,23,91,0.18
2016,boudh,urad,winter,19,24,362,0.29
2017,boudh,urad,winter,19.5,25,225,0.28
2018,boudh,urad,winter,19.58,26,60,0.19
2019,boudh,urad,winter,17.89,23,170,0.2
2020,boudh,urad,winter,18.98,20,196,0.22
2021,boudh,urad,winter,18.9,19,352,0.22
2022,boudh,urad,winter,20,18,263,0.22
,,,,,,,
2004,boudh,moong(green-gram),autumn,295,31,468,0.13
2005,boudh,moong(green-gram),autumn,298,28,498,0.12
2006,boudh,moong(green-gram),autumn,299,28,367,0.14
2007,boudh,moong(green-gram),autumn,300,29,520,0.14
2008,boudh,moong(green-gram),autumn,313,27,516,0.14
2009,boudh,moong(green-gram),autumn,280,28,561,0.18
2010,boudh,moong(green-gram),autumn,284,26,715,0.17
2011,boudh,moong(green-gram),autumn,285,28,748,0.15
2012,boudh,moong(green-gram),autumn,295,28,399,0.16
2013,boudh,moong(green-gram),autumn,297,29,446,0.19
2014,boudh,moong(green-gram),autumn,298,26,370,0.19
2015,boudh,moong(green-gram),autumn,299,24.5,211,0.18
2016,boudh,moong(green-gram),autumn,298,25,715,0.33
2017,boudh,moong(green-gram),autumn,299,23.9,343,0.38
2018,boudh,moong(green-gram),autumn,236,25,99,0.2
2019,boudh,moong(green-gram),autumn,418,28,184,0.22
2020,boudh,moong(green-gram),autumn,350,25,132,0.22
2021,boudh,moong(green-gram),autumn,333,26,117,0.21
2022,boudh,moong(green-gram),autumn,150,27,144,0.2
,,,,,,,
2004,boudh,moong(green-gram),summer,25,23,654,0.19
2005,boudh,moong(green-gram),summer,24,27,1111,0.19
2006,boudh,moong(green-gram),summer,21,28,1669,0.27
2007,boudh,moong(green-gram),summer,23,26,1045,0.26
2008,boudh,moong(green-gram),summer,26,28,1825,0.29
2009,boudh,moong(green-gram),summer,25,28,674,0.21
2010,boudh,moong(green-gram),summer,25.2,25,1351,0.26
2011,boudh,moong(green-gram),summer,25.5,25,1110,0.14
2012,boudh,moong(green-gram),summer,28.5,32,1224,0.19
2013,boudh,moong(green-gram),summer,29.5,33,717,0.21
2014,boudh,moong(green-gram),summer,25,34,438,0.2
2015,boudh,moong(green-gram),summer,26,35,729,0.18
2016,boudh,moong(green-gram),summer,23,31,1609,0.3
2017,boudh,moong(green-gram),summer,25,30,863,0.21
2018,boudh,moong(green-gram),summer,22.5,32,193,0.31
2019,boudh,moong(green-gram),summer,25,30,988,0.31
2020,boudh,moong(green-gram),summer,26,29,1122,0.3
2021,boudh,moong(green-gram),summer,29,31,1037,0.3
2022,boudh,moong(green-gram),summer,24,32.5,990,0.29
,,,,,,,
2004,boudh,moong(green-gram),winter,18,23,1781,0.18
2005,boudh,moong(green-gram),winter,19,20,1424,0.15
2006,boudh,moong(green-gram),winter,20,20,1736,0.21
2007,boudh,moong(green-gram),winter,17,23,1592,0.19
2008,boudh,moong(green-gram),winter,16,21,1722,0.18
2009,boudh,moong(green-gram),winter,18,22,1901,0.2
2010,boudh,moong(green-gram),winter,19,23,2161,0.16
2011,boudh,moong(green-gram),winter,20,23,1214,0.16
2012,boudh,moong(green-gram),winter,21,20,2111,0.25
2013,boudh,moong(green-gram),winter,22,21,1188,0.22
2014,boudh,moong(green-gram),winter,18,23,1113,0.19
2015,boudh,moong(green-gram),winter,18.5,23,380,0.19
2016,boudh,moong(green-gram),winter,19,24,1666,0.28
2017,boudh,moong(green-gram),winter,19.5,25,518,0.24
2018,boudh,moong(green-gram),winter,19.58,26,422,0.23
2019,boudh,moong(green-gram),winter,17.89,23,461,0.22
2020,boudh,moong(green-gram),winter,18.98,20,696,0.24
2021,boudh,moong(green-gram),winter,18.9,19,899,0.22
2022,boudh,moong(green-gram),winter,20,18,648,0.24
,,,,,,,
2004,boudh,rapeseed & mustard,winter,18,23,279,0.11
2005,boudh,rapeseed & mustard,winter,19,20,279,0.09
2006,boudh,rapeseed & mustard,winter,20,20,219,0.11
2007,boudh,rapeseed & mustard,winter,17,23,206,0.1
2008,boudh,rapeseed & mustard,winter,16,21,232,0.11
2009,boudh,rapeseed & mustard,winter,18,22,199,0.1
2010,boudh,rapeseed & mustard,winter,19,23,285,0.09
2011,boudh,rapeseed & mustard,winter,20,23,162,0.1
2012,boudh,rapeseed & mustard,winter,21,20,215,0.15
2013,boudh,rapeseed & mustard,winter,22,21,128,0.08
2014,boudh,rapeseed & mustard,winter,18,23,164,0.11
2015,boudh,rapeseed & mustard,winter,18.5,23,77,0.06
2016,boudh,rapeseed & mustard,winter,19,24,120,0.12
2017,boudh,rapeseed & mustard,winter,19.5,25,92,0.11
2018,boudh,rapeseed & mustard,winter,19.58,26,55,0.09
2019,boudh,rapeseed & mustard,winter,17.89,23,73,0.11
2020,boudh,rapeseed & mustard,winter,18.98,20,88,0.13
2021,boudh,rapeseed & mustard,winter,18.9,19,221,0.12
2022,boudh,rapeseed & mustard,winter,20,18,140,0.12
,,,,,,,
2004,boudh,rice,autumn,295,31,11000,0.91
2005,boudh,rice,autumn,298,28,10000,0.9
2006,boudh,rice,autumn,299,28,10000,1.2
2007,boudh,rice,autumn,300,29,11000,1.09
2008,boudh,rice,autumn,313,27,11000,1
2009,boudh,rice,autumn,280,28,7000,1.14
2010,boudh,rice,autumn,284,26,7000,0.71
2011,boudh,rice,autumn,285,28,5000,0.6
2012,boudh,rice,autumn,295,28,6000,1.33
2013,boudh,rice,autumn,297,29,7000,1.14
2014,boudh,rice,autumn,298,26,5000,1.4
2015,boudh,rice,autumn,299,24.5,5000,0.6
2016,boudh,rice,autumn,298,25,2780,2.11
2017,boudh,rice,autumn,299,23.9,4100,1.03
2018,boudh,rice,autumn,236,25,2210,2.01
2019,boudh,rice,autumn,418,28,1830,2.03
2020,boudh,rice,autumn,350,25,2960,2.77
2021,boudh,rice,autumn,333,26,2292,2.26
2022,boudh,rice,autumn,150,27,3500,2.39
,,,,,,,
2004,boudh,rice,summer,25,23,1000,1
2005,boudh,rice,summer,24,27,1000,2
2006,boudh,rice,summer,21,28,1000,2
2007,boudh,rice,summer,23,26,1000,2
2008,boudh,rice,summer,26,28,2000,1.5
,,,,,,,
2010,boudh,rice,summer,25.2,25,1000,1
2011,boudh,rice,summer,25.5,25,1000,1
2012,boudh,rice,summer,28.5,32,173000,0.02
2013,boudh,rice,summer,29.5,33,2000,2
2014,boudh,rice,summer,25,34,1000,3
2015,boudh,rice,summer,26,35,1000,2
2016,boudh,rice,summer,23,31,1510,3.43
2017,boudh,rice,summer,25,30,1040,3.52
2018,boudh,rice,summer,22.5,32,1550,3.11
2019,boudh,rice,summer,25,30,950,2.71
2020,boudh,rice,summer,26,29,1690,3.17
2021,boudh,rice,summer,29,31,3539,2.84
2022,boudh,rice,summer,24,32.5,2230,2.79
,,,,,,,
2004,boudh,rice,winter,18,23,57000,1.51
2005,boudh,rice,winter,19,20,57000,1.63
2006,boudh,rice,winter,20,20,60000,1.63
2007,boudh,rice,winter,17,23,53000,1.75
2008,boudh,rice,winter,16,21,58000,1.34
2009,boudh,rice,winter,18,22,57000,1.91
2010,boudh,rice,winter,19,23,57000,1.26
2011,boudh,rice,winter,20,23,59000,1.22
2012,boudh,rice,winter,21,20,62000,2.66
2013,boudh,rice,winter,22,21,59000,1.86
2014,boudh,rice,winter,18,23,53000,2.4
2015,boudh,rice,winter,18.5,23,55000,0.95
2016,boudh,rice,winter,19,24,52340,3.14
2017,boudh,rice,winter,19.5,25,53780,1.87
2018,boudh,rice,winter,19.58,26,60360,2.84
2019,boudh,rice,winter,17.89,23,60260,2.77
2020,boudh,rice,winter,18.98,20,63290,3.57
2021,boudh,rice,winter,18.9,19,65697,3.18
2022,boudh,rice,winter,20,18,65020,3.41
